"Product or process","Functional unit","Global warming potential per functional unit","Unit for 'Global warming potential' reporting","Country","Institution","System boundary","Included stages or activities","Impact categories","Ozone depletion potential per functional unit","Unit for 'Ozone depletion potential' reporting","Ozone formation per functional unit","Unit for 'Ozone formation' per functional unit","Ozone formation: human health per functional unit","Unit for 'Ozone formation: human health' reporting","Ozone formation: terrestrial ecosystems per functional unit","Unit for 'Ozone formation: terrestrial ecosystems' reporting","Photochemical oxidant creation potential
per functional unit","Unit for 'Photochemical oxidant creation potential' reporting","Acidification potential per functional unit","Unit for 'Acidification potential' reporting","Terrestrial acidification potential
per functional unit","Unit for 'Terrestrial acidification potential' reporting","Aquatic acidification potential
per functional unit","Unit for 'Aquatic acidification potential' reporting","Ocean acidification per functional unit","Unit for 'Ocean acidification' reporting","Eutrophication potential per functional unit","Unit for 'Eutrophication potential' reporting","Eutrophication potential: air per functional unit","Unit for 'Eutrophication potential: air' reporting","Eutrophication potential: water per functional unit","Unit for 'Eutrophication potential: water' reporting","Terrestrial eutrophication potential per functional unit","Unit for 'Terrestrial eutrophication potential' reporting","Marine eutrophication potential
per functional unit","Unit for 'Marine eutrophication potential' reporting","Freshwater eutrophication potential per functional unit","Unit for 'Freshwater eutrophication potential' reporting","Aquatic eutrophication potential
per functional unit","Unit for 'Aquatic eutrophication potential' reporting","Reactive nitrogen in water
per functional unit","Unit for 'Reactive nitrogen in water' reporting","Respiratory effects per functional unit","Unit for 'Respiratory effects' reporting","Particulate matter formation
per functional unit","Unit for 'Particulate matter formation' reporting","Respiratory
inorganics per functional unit","Unit for 'Respiratory
inorganics' reporting","Respiratory
organics
per functional unit","Unit for 'Respiratory
organics' reporting","Air pollution, sulfur dioxide
per functional unit","Unit for 'Air pollution, sulfur dioxide' reporting","Air pollution, nitrogen oxides
per functional unit","Unit for 'Air pollution, nitrogen oxides' reporting","Ecotoxicity potential
per functional unit","Unit for 'Ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit","Unit for 'Terrestrial ecotoxicity potential' reporting","Freshwater aquatic ecotoxicity potential
per functional unit","Unit for 'Freshwater aquatic ecotoxicity potential' reporting","Marine aquatic ecotoxicity potential
per functional unit","Unit for 'Marine aquatic ecotoxicity potential' reporting","Aquatic ecotoxicity potential per functional unit","Unit for 'Aquatic ecotoxicity potential' reporting","Terrestrial ecotoxicity potential per functional unit 2","Unit for 'Terrestrial ecotoxicity potential' reporting 2","Human health: carcinogens
per functional unit","Unit for 'Human health: carcinogens reporting","Human health: non-carcinogens
per functional unit","Unit for 'Human health: non-carcinogens' reporting","Human toxicity potential
per functional unit","Unit for 'Human toxicity potential' reporting","Human toxicity potential: carcinogens
per functional unit","Unit for 'Human toxicity potential: carcinogens' reporting","Human toxicity potential: non-carcinogens per functional unit","Unit for 'Human toxicity potential: non-carcinogens' reporting","Total Malaria risk
per functional unit","Unit for 'Total malaria risk' reporting","Ionizing radiation per functional unit","Unit for 'Ionizing radiation' reporting","Ionizing radiation: human health per functional unit","Unit for 'Ionizing radiation: human health' reporting","Land use per functional unit","Unit for 'Land use' reporting","Agricultural land occupation per functional unit","Unit for 'Agricultural land occupation' reporting","Urban land occupation per functional unit","Unit for 'Urban land occupation' reporting","Land occupation
per functional unit","Unit for 'Land occupation' reporting","Natural land transformation per functional unit","Unit for 'Natural land transformation' reporting","Water use per functional unit","Unit for 'Water use' reporting","Blue water use per functional unit","Unit for 'Blue water use' reporting","Water scarcity per functional unit","Unit for 'Water scarcity' reporting","Scarce water use
per functional unit","Unit for 'Scarce water use' reporting","Water withdrawal per functional unit","Unit for 'Water withdrawal' reporting","Water footprint per functional unit","Unit for 'Water footprint' reporting","Metal depletion per functional unit","Unit for 'Metal depletion' reporting","Fossil depletion per functional unit","Unit for 'Fossil depletion' reporting","Abiotic fossil fuel depletion per functional unit","Unit for 'Abiotic fossil fuel depletion' reporting","Abiotic depletion potential: elements per functional unit","Unit for 'Abiotic depletion potential: elements' reporting","Abiotic depletion potential per functional unit","Unit for 'Abiotic depletion potential' reporting","Abiotic material extraction","Unit for 'Abiotic material extraction' reporting","Renewable energy carriers
per functional unit","Unit for 'Renewable energy carriers' reporting","Non-renewable energy carriers
per functional unit","Unit for 'Non-renewable energy carriers' reporting","Fossil energy carriers
per functional unit","Unit for 'Fossil energy carriers' reporting","Fossil fuels per functional unit","Unit for 'Fossil fuels' reporting","Minerals per functional unit","Unit for 'Minerals' reporting","Mineral resource scarcity per functional unit","Unit for 'Mineral resource scarcity' reporting","Fossil resource scarcity per functional unit","Unit for 'Fossil resource scarcity' reporting","Natural resource energy per functional unit","Unit for Natural resource energy' reporting","Resources: non-renewable per functional unit","Unit for 'Resources: non-renewable' reporting","Resources, renewable per functional unit","Unit for 'Resources: renewable' reporting","Resource use: energy carriers per fucntional unit","Unit for 'Resource use: energy carriers' reporting","Resource use: minerals and metals per functional unit","Unit for 'Resource use: minerals and metals' reporting","Resource use: fossils per functional unit","Unit for 'Resource use: fossils' reporting","Resource depletion per functional unit","Unit for 'Resource depletion' reporting","Cumulative energy demand per functional unit","Unit for 'Cumulative energy demand' reporting","Cumulative energy demand: non-renewable
per functional unit","Unit for 'Cumulative energy demand: non-renewable' reporting","Cumulative energy demand: renewable
per functional unit","Unit for 'Cumulative energy demand: renewable' reporting","Non-renewable energy use per functional unit","Unit for 'Non-renewable energy use' reporting","Primary energy consumption per functional unit","Unit for 'Primary energy consumption' reporting","Primary energy demand per functional unit","Unit for 'Primary energy demand' reporting","Hazardous waste
per functional unit","Unit for 'Hazardous waste' reporting","Heavy metals per functional unit","Unit for 'Heavy metals' reporting","Solid waste per functional unit","Unit for 'Solid waste' reporting","Human health
(Endpoint) per functional unit","Unit for 'Human health (Endpoint)' reporting","Resources (Endpoint) per functional unit","Unit for 'Resources (Endpoint)' reporting","Ecosystems (Endpoint) per functional unit","Unit for 'Ecosystems' reporting","Dissipated water per functional unit","Unit for 'Dissipated water' reporting","Resource depletion: water per functional unit","Unit for 'Resource depletion: water per functional unit' reporting","Species extinction risk per functional unit","Unit for 'Species extinction risk' reporting","References 2","Data sources copy 2"
"Blood test, CBC, test processing only","One test","2.40E-03"
"Blood test, creatinine, test processing only","One test","6.78E-02"
"Blood test, differential, test processing only","One test","2.20E-03"
"Blood test, direct bilirubin, test processing only","One test","5.67E-02"
"Blood test, GGT, test processing only","One test","2.50E-02"
"Blood test, INR, test processing only","One test","1.81E-02"
"Blood test, laboratory testing, blue vial with coagulation panel (INR + PTT)","One test","6.60E-02"
"Blood test, laboratory testing, green vial with chemistry panel (RFTs, LFTs, extended electrolytes)","One test","6.89E-01"
"Blood test, laboratory testing, purple vial, with CBC and differential","One test","3.90E-02"
"Blood test, laboratory testing, total protein vial","One test","7.70E-02"
"Blood test, lipase, test processing only","One test","2.92E-02"
"Blood test, magnesium, test processing only","One test","2.52E-02"
"Blood test, phlebotomy","One test","1.50E-01"
"Blood test, phlebotomy and common set of laboratory tests (complete blood count, differential, creatinine, urea, sodium, potassium)","One test","3.32E-01"
"Blood test, phlebotomy and common set of laboratory tests (complete blood count, differential, creatinine, urea, sodium, potassium) plus liver panel","One test","4.62E-01"
"Blood test, phosphate, test processing only","One test","3.53E-02"
"Blood test, PTT, test processing only","One test","1.82E-02"
"Blood test, sodium/potassium/chloride, test processing only","One test","1.15E-02"
"Blood test, total bilirubin, test processing only","One test","8.08E-02"
"Blood test, total protein, test processing only","One test","4.49E-02"
"Blood test, urea, test processing only","One test","3.21E-02"
"Body coveralls, reusable, incineration disposal","1000 kg","8.04E+02"
"Body coveralls, reusable, landfill disposal","1000 kg","7.15E+02"
"Body coveralls, single-use, incineration disposal","1000 kg","6.02E+03"
"Body coveralls, single-use, landfill disposal","1000 kg","4.68E+03"
"Bolivarian Republic of Venezuela health system","Provision over one year, national","8.26E+08"
"Bolivarian Republic of Venezuela health system, per capita","Provision over one year, per capita","2.90E+01"
"Bolivia health system","Provision over one year, national","5.73E+08"
"Bolivia health system, per capita","Provision over one year, per capita","4.80E+01"
"Bosnia and Herzegovina health system","Provision over one year, national","9.69E+08"
"Bosnia and Herzegovina health system, per capita","Provision over one year, per capita","2.92E+02"
"Botswana health system","Provision over one year, national","5.02E+08"
"Botswana health system, per capita","Provision over one year, per capita","1.97E+02"
"Brazil health system","Provision over one year","4.40E+10"
"Brazil health system","Provision over one year","3.71E+10"
"Brazil health system","Provision over one year","4.50E+10"
"Brazil health system","Provision over one year","4.33E+10"
"Brazil health system","Provision over one year","3.25E+10"
"Brazil health system","Provision over one year","4.34E+10"
"Brazil health system","Provision over one year","1.03E+11"
"Brazil health system","Provision over one year","4.03E+10"
"Brazil health system","Provision over one year","4.31E+10"
"Brazil health system","Provision over one year","3.58E+10"
"Brazil health system","Provision over one year","3.40E+10"
"Brazil health system","Provision over one year","3.32E+10"
"Brazil health system","Provision over one year","3.26E+10"
"Brazil health system","Provision over one year","4.55E+10"
"Brazil health system","Provision over one year, national","2.71E+10"
"Brazil health system, per capita","Provision over one year, per capita","1.27E+02"
"Breastfeeding, based on average diet in Brazil","The equivalent of 1 kg of breastmilk substitute powder with an energy content of 21.7 kJ/g","7.80E+00"
"Breastfeeding, based on average diet in China","The equivalent of 1 kg of breastmilk substitute powder with an energy content of 21.7 kJ/g","6.50E+00"
"Breastfeeding, based on average diet in United Kingdom","The equivalent of 1 kg of breastmilk substitute powder with an energy content of 21.7 kJ/g","6.90E+00"
"Breastfeeding, based on average diet in Vietnam","The equivalent of 1 kg of breastmilk substitute powder with an energy content of 21.7 kJ/g","5.90E+00"
"Bristol-Myers Squib, pharmaceutical company","Provision over one year","4.22E+08"
"Bronchoscope, reusable, cleaning and sterilization","Use of one bronchoscope","2.90E+00"
"Bronchoscope, single-use, Ambu® aScope 4","Use of one bronchoscope","1.60E+00"
"Bronchoscopes, flexible, reusable, Pentax® FI 16RBS","2,000 uses","5.80E+03"
"Bronchoscopes, flexible, single-use, Ambu® aScope™ 4 regular","2,000 uses","7.80E+03"
"Brunei Darussalam health system","Provision over one year, national","8.88E+07"
"Brunei Darussalam health system, per capita","Provision over one year, per capita","2.01E+02"
"Bubble-PAPR™ air-purifying respirator, closed-loop recycling of single-use hoods, recycled 10 times","One use","5.70E-01"
"Bubble-PAPR™ air-purifying respirator, closed-loop recycling of single-use hoods, recycled 30 times","One use","5.53E-01"
"Bubble-PAPR™ air-purifying respirator, disposed of via the infectious waste stream","One use","8.05E-01"
"Bulgaria health system","Provision over one year","2.36E+09"
"Bulgaria health system","Provision over one year","2.52E+09"
"Bulgaria health system","Provision over one year","2.70E+09"
"Bulgaria health system","Provision over one year","2.68E+09"
"Bulgaria health system","Provision over one year","2.20E+09"
"Bulgaria health system","Provision over one year","2.92E+09"
"Bulgaria health system","Provision over one year","3.29E+09"
"Bulgaria health system","Provision over one year","3.50E+09"
"Bulgaria health system","Provision over one year","3.15E+09"
"Bulgaria health system","Provision over one year","2.98E+09"
"Bulgaria health system","Provision over one year","2.58E+09"
"Bulgaria health system","Provision over one year","2.90E+09"
"Bulgaria health system","Provision over one year","3.51E+09"
"Bulgaria health system","Provision over one year, national","2.57E+09"
"Bulgaria health system, per capita","Provision over one year, per capita","3.70E+02"
"Bupivacaine HCl (local anesthetic: amide (long acting)","One kilogram of active pharmaceutical ingredient (API)","2.30E+01"
"Burkina Faso health system","Provision over one year, national","6.24E+08"
"Burkina Faso health system, per capita","Provision over one year, per capita","2.90E+01"
"Burundi health system","Provision over one year, national","1.10E+08"
"Burundi health system, per capita","Provision over one year, per capita","9.00E+00"
"C-reactive protein (CRP), blood test","Collection and analysis of one test in a hospital setting","1.48E-01"
"C‐reactive protein, blood test","Collection and analysis of one test","5.00E-04"
"Cabo Verde health system","Provision over one year, national","5.59E+07"
"Cabo Verde health system, per capita","Provision over one year, per capita","9.60E+01"
"Cambodia health system","Provision over one year, national","5.90E+08"
"Cambodia health system, per capita","Provision over one year, per capita","3.60E+01"
"Cameroon health system","Provision over one year, national","8.48E+08"
"Cameroon health system, per capita","Provision over one year, per capita","3.20E+01"
"Canada health system","Provision over one year","3.22E+10"
"Canada health system","Provision over one year","2.97E+10"
"Canada health system","Provision over one year","3.30E+10"
"Canada health system","Provision over one year","2.96E+10"
"Canada health system","Provision over one year","3.42E+10"
"Canada health system","Provision over one year","3.45E+10"
"Canada health system","Provision over one year","3.65E+10"
"Canada health system","Provision over one year","3.84E+10"
"Canada health system","Provision over one year","3.14E+10"
"Canada health system","Provision over one year","3.15E+10"
"Canada health system","Provision over one year","3.54E+10"
"Canada health system","Provision over one year","3.14E+10"
"Canada health system","Provision over one year","3.73E+10"
"Canada health system","Provision over one year","5.31E+10"
"Canada health system","Provision over one year","3.55E+10"
"Canada health system","Provision over one year","3.84E+10"
"Canada health system","Provision over one year","3.16E+10"
"Canada health system","Provision over one year","3.20E+10"
"Canada health system","Provision over one year","3.60E+10"
"Canada health system","Provision over one year","3.12E+10"
"Canada health system","Provision over one year","3.84E+10"
"Canada health system","Provision over one year","3.84E+10"
"Canada health system","Provision over one year, national","2.05E+10"
"Canada health system, per capita","Provision over one year, per capita","5.40E+02"
"Cardiac monitoring device, flexible prototype (Mycronic AB)","100,000 devices","5.47E+04"
"Cardiac monitoring device, rigid","100,000 devices","8.64E+04"
"Cardiac surgeries (single valve repair/replacement and isolated on-pump coronary artery bypass grafting)","One procedure","1.24E+02"
"Cardiopulmonary bypass devices, single-use","100 devices","1.86E+03"
"Carpal tunnel release, baseline scenario","One procedure","2.88E+01"
"Carpal tunnel release, endoscopic","One procedure","1.07E+02"
"Carpal tunnel release, open","One procedure","5.96E+01"
"Carpal tunnel release, reduced impacts scenario","One procedure","6.60E+00"
"Cataract surgery","Removal of cataract in one eye","1.81E+02"
"Cataract surgery","One procedure","1.64E+02"
"Cataract surgery, phacoemulsification","One procedure","8.66E+01"
"Cataract surgery, phacoemulsification, private system","One phacoemulsification and lens implantation","1.59E+02"
"Cataract surgery, phacoemulsification, public system","One phacoemulsification and lens implantation","1.45E+02"
"Cataract surgery, sub-Tenon’s anaesthesia (optimised inventory, single-use set)","One procedure","7.66E-01"
"Cataract surgery, sub-Tenon’s anaesthesia (typical inventory, single-use set)","One procedure","1.19E+00"
"Cataract surgery, topical anaesthesia (optimised inventory)","One procedure","4.88E-01"
"Cataract surgery, topical anaesthesia (typical inventory)","One procedure","7.12E-01"
"Center for Endoscopy and Ambulatory Medicine","Provision over one year","2.41E+05"
"Central African Republic health system","Provision over one year, national","1.23E+08"
"Central African Republic health system, per capita","Provision over one year, per capita","2.30E+01"
"Central venous catheter insertion kit, hybrid (reusable metal items and single-use textiles)","One central venous catheter insertion","1.70E+00"
"Central venous catheter insertion kit, reusable","Use of one central venous catheter kits to aid insertion of a single-use, central venous catheter in an operating room","1.21E+00"
"Central venous catheter insertion kit, reusable","One central venous catheter insertion","2.40E-01"
"Central venous catheter insertion kit, single-use","Use of one central venous catheter kits to aid insertion of a single-use, central venous catheter in an operating room","4.07E-01"
"Central venous catheter insertion kit, single-use","One central venous catheter insertion","2.30E+00"
"Cervical screening, clinician-collected cervical sample","One investigation","3.67E+00"
"Cervical screening, first-void urine self-sample","One investigation","5.70E-01"
"Cervical screening, routine annual sampling (clinician-collected) in the UK","Provision over one year","9.21E+06"
"Cervical screening, vaginal self-sample","One investigation","4.23E-01"
"Cesarian section","Birth of one baby","3.75E+01"
"Chad health system","Provision over one year, national","3.16E+08"
"Chad health system, per capita","Provision over one year, per capita","1.90E+01"
"Chest x-ray","One scan","7.60E-01"
"Chest x-ray","One additional scan","5.80E-01"
"Children’s dental procedures, all, 2001/02","One year of procedures among children in Scotland","7.48E+05"
"Children’s dental procedures, all, 2002/03","One year of procedures among children in Scotland","6.45E+05"
"Children’s dental procedures, all, 2003/04","One year of procedures among children in Scotland","5.42E+05"
"Children’s dental procedures, all, 2004/05","One year of procedures among children in Scotland","4.81E+05"
"Children’s dental procedures, all, 2005/06","One year of procedures among children in Scotland","4.23E+05"
"Children’s dental procedures, all, 2006/07","One year of procedures among children in Scotland","4.02E+05"
"Children’s dental procedures, all, 2007/08","One year of procedures among children in Scotland","3.81E+05"
"Children’s dental procedures, all, 2008/09","One year of procedures among children in Scotland","3.33E+05"
"Children’s dental procedures, all, 2009/10","One year of procedures among children in Scotland","2.86E+05"
"Children’s dental procedures, dental restoration under local anaesthesia, 2001/02","One year of procedures among children in Scotland","1.51E+05"
"Children’s dental procedures, dental restoration under local anaesthesia, 2002/03","One year of procedures among children in Scotland","1.35E+05"
"Children’s dental procedures, dental restoration under local anaesthesia, 2003/04","One year of procedures among children in Scotland","1.20E+05"
"Children’s dental procedures, dental restoration under local anaesthesia, 2004/05","One year of procedures among children in Scotland","1.09E+05"
"Children’s dental procedures, dental restoration under local anaesthesia, 2005/06","One year of procedures among children in Scotland","9.83E+04"
"Children’s dental procedures, dental restoration under local anaesthesia, 2006/07","One year of procedures among children in Scotland","9.38E+04"
"Children’s dental procedures, dental restoration under local anaesthesia, 2007/08","One year of procedures among children in Scotland","8.93E+04"
"Children’s dental procedures, dental restoration under local anaesthesia, 2008/09","One year of procedures among children in Scotland","8.60E+04"
"Children’s dental procedures, dental restoration under local anaesthesia, 2009/10","One year of procedures among children in Scotland","8.27E+04"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2001/02","One year of procedures among children in Scotland","5.79E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2002/03","One year of procedures among children in Scotland","4.94E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2003/04","One year of procedures among children in Scotland","4.10E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2004/05","One year of procedures among children in Scotland","3.63E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2005/06","One year of procedures among children in Scotland","3.16E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2006/07","One year of procedures among children in Scotland","2.99E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2007/08","One year of procedures among children in Scotland","2.83E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2008/09","One year of procedures among children in Scotland","2.40E+05"
"Children’s dental procedures, multiple teeth extraction under general anaesthesia, 2009/10","One year of procedures among children in Scotland","1.96E+05"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2001/02","One year of procedures among children in Scotland","1.64E+04"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2002/03","One year of procedures among children in Scotland","1.34E+04"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2003/04","One year of procedures among children in Scotland","1.04E+04"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2004/05","One year of procedures among children in Scotland","7.40E+03"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2005/06","One year of procedures among children in Scotland","7.30E+03"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2006/07","One year of procedures among children in Scotland","7.50E+03"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2007/08","One year of procedures among children in Scotland","7.70E+03"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2008/09","One year of procedures among children in Scotland","6.60E+03"
"Children’s dental procedures, single tooth extraction under local anaesthesia, 2009/10","One year of procedures among children in Scotland","5.40E+03"
"Chile health system","Provision over one year","5.46E+09"
"Chile health system","Provision over one year, national","4.94E+09"
"Chile health system, per capita","Provision over one year, per capita","2.56E+02"
"China health system","Provision over one year","5.76E+11"
"China health system","Provision over one year","6.16E+11"
"China health system","Provision over one year","3.68E+11"
"China health system","Provision over one year","2.27E+11"
"China health system","Provision over one year","3.30E+11"
"China health system","Provision over one year","3.75E+11"
"China health system","Provision over one year","6.91E+11"
"China health system","Provision over one year","3.15E+11"
"China health system","Provision over one year","5.30E+11"
"China health system","Provision over one year","4.89E+11"
"China health system","Provision over one year","3.42E+11"
"China health system","Provision over one year","2.67E+11"
"China health system","Provision over one year","4.31E+11"
"China health system","Provision over one year","6.01E+11"
"China health system","Provision over one year","3.34E+11"
"China health system","Provision over one year","7.76E+11"
"China health system","Provision over one year, national","9.50E+11"
"China health system, per capita","Provision over one year, per capita","6.67E+02"
"China pharmaceutical industry","Provision over one year","2.30E+10"
"China pharmaceutical industry","Provision over one year","5.53E+10"
"Ciprofloxacin hydrochloride","280 million ciprofloxacin hydrochloridet tablets (annual production of the company; each tablet is 0.25 g, with API above 98.5%)",""
"Clinic appointment, in-person, acute care surgery department","One appointment for one patient","2.32E+01"
"Clinic appointment, in-person, all departments","One appointment for one patient","2.00E+01"
"Clinic appointment, in-person, cancer department","One appointment for one patient","2.58E+01"
"Clinic appointment, in-person, cardiovascular department","One appointment for one patient","3.00E+01"
"Clinic appointment, in-person, dermatology department","One appointment for one patient","1.69E+01"
"Clinic appointment, in-person, gastroenterology/gastrointestinal surgery department","One appointment for one patient","2.54E+01"
"Clinic appointment, in-person, gynecology department","One appointment for one patient","1.99E+01"
"Clinic appointment, in-person, medical specialties department","One appointment for one patient","2.34E+01"
"Clinic appointment, in-person, neurosciences department","One appointment for one patient","3.77E+01"
"Clinic appointment, in-person, oncology department (partner clinics)","One appointment for one patient","9.18E+00"
"Clinic appointment, in-person, ophthalmology department","One appointment for one patient","2.01E+01"
"Clinic appointment, in-person, orthopedics department","One appointment for one patient","6.38E+01"
"Clinic appointment, in-person, otolaryngology department","One appointment for one patient","2.59E+01"
"Clinic appointment, in-person, pain management department","One appointment for one patient","2.38E+01"
"Clinic appointment, in-person, plastic surgery department","One appointment for one patient","2.46E+01"
"Clinic appointment, in-person, primary care & pediatrics department (partner clinics)","One appointment for one patient","7.33E+00"
"Clinic appointment, in-person, primary care department","One appointment for one patient","1.15E+01"
"Clinic appointment, in-person, psychiatry department","One appointment for one patient","3.59E+01"
"Clinic appointment, in-person, pulmonary & critical care department","One appointment for one patient","3.03E+01"
"Clinic appointment, in-person, specialty care (partner clinics)","One appointment for one patient","8.90E+00"
"Clinic appointment, in-person, urology","One appointment for one patient","1.87E+01"
"Clinic appointment, virtual, acute care surgery department","One appointment for one patient","2.33E-02"
"Clinic appointment, virtual, all departments","One appointment for one patient","4.30E-02"
"Clinic appointment, virtual, cancer department","One appointment for one patient","3.44E-02"
"Clinic appointment, virtual, cardiovascular department","One appointment for one patient","5.13E-02"
"Clinic appointment, virtual, dermatology department","One appointment for one patient","2.26E-02"
"Clinic appointment, virtual, gastroenterology/gastrointestinal surgery department","One appointment for one patient","4.65E-02"
"Clinic appointment, virtual, gynecology department","One appointment for one patient","4.79E-02"
"Clinic appointment, virtual, medical specialties department","One appointment for one patient","4.92E-02"
"Clinic appointment, virtual, neurosciences department","One appointment for one patient","5.01E-02"
"Clinic appointment, virtual, oncology department (partner clinics)","One appointment for one patient","2.76E-02"
"Clinic appointment, virtual, ophthalmology department","One appointment for one patient","2.52E-02"
"Clinic appointment, virtual, orthopedics department","One appointment for one patient","2.58E-02"
"Clinic appointment, virtual, otolaryngology department","One appointment for one patient","4.29E-02"
"Clinic appointment, virtual, pain management department","One appointment for one patient","7.02E-02"
"Clinic appointment, virtual, plastic surgery department","One appointment for one patient","2.92E-02"
"Clinic appointment, virtual, primary care & pediatrics department (partner clinics)","One appointment for one patient","3.11E-02"
"Clinic appointment, virtual, primary care department","One appointment for one patient","4.23E-02"
"Clinic appointment, virtual, psychiatry department","One appointment for one patient","7.51E-02"
"Clinic appointment, virtual, pulmonary & critical care department","One appointment for one patient","4.78E-02"
"Clinic appointment, virtual, specialty care (partner clinics)","One appointment for one patient","3.17E-02"
"Clinic appointment, virtual, urology","One appointment for one patient","3.90E-02"
"Clinical surface cleaned with a cotton cloth and a quaternary ammonium compound","One use","7.13E-02"
"Clinical surface cleaned with a cotton cloth and Clorox","One use","3.47E-01"
"Clinical surface cleaned with a cotton cloth and isopropyl alcohol (70%)","One use","6.72E-01"
"Clinical surface cleaned with a microfiber cloth and a quaternary ammonium compound","One use","3.13E-02"
"Clinical surface cleaned with a microfiber cloth and Clorox","One use","2.49E-01"
"Clinical surface cleaned with a microfiber cloth and isopropyl alcohol (70%)","One use","5.05E-01"
"Clinical surface cleaned with a single-use cloth and a quaternary ammonium compound","One use","1.04E-01"
"Clinical surface cleaned with a single-use cloth and Clorox","One use","2.03E-01"
"Clinical surface cleaned with a single-use cloth and isopropyl alcohol (70%)","One use","3.19E-01"
"Clinical trial, CASPS","One clinical trial","7.19E+04"
"Clinical trial, PRIMETIME","One clinical trial","8.94E+04"
"Clinical visits at Stanford Health Care, 2019","Provision over one year","4.06E+07"
"Clinical visits at Stanford Health Care, 2021","Provision over one year","2.59E+07"
"Coagulation profile, blood test","Collection and analysis of one test","8.20E-02"
"Coagulation profile, blood test","Collection and analysis of one test in a hospital setting","2.33E-01"
"Colombia health system","Provision over one year","5.08E+09"
"Colombia health system","Provision over one year, national","4.89E+09"
"Colombia health system, per capita","Provision over one year, per capita","9.60E+01"
"Combined anesthesia (general + spinal) for total knee joint replacement","Anesthesia for one total knee replacement in a hospital in Victoria, Australia","1.85E+01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","3.80E-01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","2.27E-01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","2.01E-01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","1.91E-01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","1.81E-01"
"Comirnaty (Pfizer/BioNTech)","One vaccine course for one individual (i.e., either one or two doses)","4.66E-01"
